periodo,atualizado,total_ctrcs,total_codigos,solucionadas,abertas,sla_pct,sla_medio_dias,valor_risco,aging_0_2,aging_3_5,aging_6_mais,topo_codigo,topo_label,topo_qtd
01/08/26 – 18/08/26,18/08/2026 16:48:01,359,4,178,181,"49,6","11,7","56.564.393,14",25,29,127,60,FALTA COM BUSCA / RECONFERENCIA,96
