periodo,mes,atualizado,ctes,peso,peso_fmt,valor_mercadoria,valor_mercadoria_fmt,volumes,cubagem,cubagem_fmt,frete,frete_fmt,dia,noite,cancelados,pendentes,finalizados
21/08,AGOSTO,21/08/2026 16:03:16,62,84555.36,"84.555,36",1927550.37,"R$ 1.927.550,37",12426,381.98,"381,98 m3",103592.4,"R$ 103.592,40",55,7,0,14,48
