periodo,atualizado,unidade,total_veiculos,total_ctrbs,custo,custo_fmt,frete,frete_fmt,peso,peso_fmt,agregado,frota,contratados,terceiro
0108 – 1108,11/08/2026 08:22:46,SPO,41,73,540614.79,"540.614,79",2167790.48,"2.167.790,48",34828.0,34.828,4,20,17,17
