periodo,mes,atualizado,ctes,peso,peso_fmt,valor_mercadoria,valor_mercadoria_fmt,volumes,cubagem,cubagem_fmt,frete,frete_fmt,dia,noite,cancelados,pendentes,finalizados
01/08 – 21/08,AGOSTO,21/08/2026 14:10:35,2389,2637624.3,"2.637.624,30",78305909.99,"R$ 78.305.909,99",317357,6168.65,"6.168,65 m3",3293719.4,"R$ 3.293.719,40",1900,489,0,70,2319
