periodo,total,em_rota,parado,concluido,alerta,peso_total,volumes_total,frete_total,realizado,peso_realizado,frete_realizado,armazem,peso_armazem,frete_armazem,amanha,peso_amanha,volumes_amanha,frete_amanha
Agendamento AGOSTO,101,5,36,60,0,"181.826,52","239.066,75","153.670,52",60,"142.315,76","111.976,42",36,"31.122,71","35.254,96",24,"2.244,53","2.599,56","3.529,25"
